repo,file,line,property,value,count
planetai,assets/site-chrome.css,248,border-radius,8px,2
planetai,assets/site-chrome.css,230,border-radius,0,1
planetai,assets/site-chrome.css,284,border-radius,12px,1
planetai,assets/site-chrome.css,261,border-radius,2px,1
planetai,assets/site-chrome.css,285,box-shadow,"0 14px 40px rgba(0,0,0,0.10)",1
planetai,assets/site-chrome.css,108,font-family,var(--font-mono),6
planetai,assets/site-chrome.css,176,font-family,var(--font-display),3
planetai,assets/site-chrome.css,79,font-family,var(--font-body),1
planetai,assets/site-chrome.css,109,font-size,10.5px,2
planetai,assets/site-chrome.css,212,font-size,12px,2
planetai,assets/site-chrome.css,80,font-size,17px,2
planetai,assets/site-chrome.css,178,font-size,10px,1
planetai,assets/site-chrome.css,386,font-size,12.5px,1
planetai,assets/site-chrome.css,326,font-size,18px,1
planetai,assets/site-chrome.css,199,font-size,9.5px,1
planetai,assets/site-chrome.css,316,font-size,"clamp(30px, 4vw, 46px)",1
planetai,assets/site-chrome.css,12,hex,#20388d,3
planetai,assets/site-chrome.css,8,hex,#1e1e1e,2
planetai,assets/site-chrome.css,9,hex,#ffffff,2
planetai,assets/site-chrome.css,11,hex,#00a057,1
planetai,assets/site-chrome.css,20,hex,#4a4a44,1
planetai,assets/site-chrome.css,36,hex,#7a5a10,1
planetai,assets/site-chrome.css,254,hex,#d6346c,1
planetai,assets/site-chrome.css,18,hex,#d8d3c4,1
planetai,assets/site-chrome.css,60,hex,#e0dbc9,1
planetai,assets/site-chrome.css,59,hex,#e1e0db,1
planetai,assets/site-chrome.css,10,hex,#e62038,1
planetai,assets/site-chrome.css,58,hex,#e6e5e0,1
planetai,assets/site-chrome.css,57,hex,#ebeae5,1
planetai,assets/site-chrome.css,17,hex,#f0ede5,1
planetai,assets/site-chrome.css,56,hex,#f2f1ed,1
planetai,assets/site-chrome.css,9,hex,#f7f5f1,1
planetai,assets/site-chrome.css,55,hex,#f7f7f4,1
planetai,assets/site-chrome.css,189,letter-spacing,0.04em,2
planetai,assets/site-chrome.css,213,letter-spacing,0.06em,2
planetai,assets/site-chrome.css,110,letter-spacing,0.14em,2
planetai,assets/site-chrome.css,318,letter-spacing,-0.020em,1
planetai,assets/site-chrome.css,179,letter-spacing,0.18em,1
planetai,assets/site-chrome.css,285,rgb,"rgba(0,0,0,0.10)",1
planetai,assets/site-chrome.css,126,rgb,"rgba(247, 245, 241, 0.88)",1
planetai,assets/site-chrome.css,280,rgb,"rgba(247, 245, 241, 0.98)",1
planetai,assets/site-chrome.css,294,rgb,"rgba(255,255,255,0.7)",1
planetai,assets/site-chrome.css,39,rgb,"rgba(30, 30, 30, 0.10)",1
planetai,assets/site-chrome.css,40,rgb,"rgba(30, 30, 30, 0.20)",1
planetai,assets/site-chrome.css,41,rgb,"rgba(30, 30, 30, 0.60)",1
planetai,assets/site-chrome.css,283,rgb,"rgba(30,30,30,0.10)",1
planetai,assets/site-chrome.css,246,rgb,"rgba(30,30,30,0.20)",1
planetai,assets/site-chrome.css,125,z-index,50,1
planetai,assets/site-chrome.css,290,z-index,60,1
planetai,index.html,261,border-radius,0,4
planetai,index.html,813,border-radius,0 6px 6px 0,3
planetai,index.html,539,border-radius,10px,3
planetai,index.html,117,border-radius,2px,2
planetai,index.html,282,border-radius,8px,2
planetai,index.html,370,border-radius,999px,2
planetai,index.html,683,border-radius,0 3px 3px 0,1
planetai,index.html,312,border-radius,12px,1
planetai,index.html,1593,border-radius,14px,1
planetai,index.html,130,border-radius,4px,1
planetai,index.html,1238,border-radius,50%,1
planetai,index.html,541,box-shadow,"0 4px 14px rgba(30,30,30,0.035)",2
planetai,index.html,1115,box-shadow,"0 0 0 3px color-mix(in srgb, var(--dot, #888) 18%, transparent)",1
planetai,index.html,372,box-shadow,"0 0 0 3px rgba(44,158,90,0.15)",1
planetai,index.html,313,box-shadow,"0 14px 40px rgba(0,0,0,0.10)",1
planetai,index.html,132,font-family,var(--font-mono),39
planetai,index.html,213,font-family,var(--font-display),13
planetai,index.html,397,font-family,var(--font-utility),2
planetai,index.html,97,font-family,var(--font-body),1
planetai,index.html,429,font-family,"var(--font-display, var(--font-body))",1
planetai,index.html,148,font-size,10.5px,12
planetai,index.html,132,font-size,12px,11
planetai,index.html,568,font-size,11px,7
planetai,index.html,215,font-size,10px,4
planetai,index.html,720,font-size,11.5px,4
planetai,index.html,431,font-size,15px,4
planetai,index.html,801,font-size,16px,4
planetai,index.html,98,font-size,17px,4
planetai,index.html,400,font-size,14px,3
planetai,index.html,795,font-size,26px,3
planetai,index.html,1198,font-size,12.5px,2
planetai,index.html,732,font-size,14.5px,2
planetai,index.html,514,font-size,18px,2
planetai,index.html,412,font-size,19px,2
planetai,index.html,234,font-size,9.5px,2
planetai,index.html,1594,font-size,.85rem,1
planetai,index.html,1418,font-size,0.85em,1
planetai,index.html,1123,font-size,16.5px,1
planetai,index.html,484,font-size,20px,1
planetai,index.html,713,font-size,22px,1
planetai,index.html,962,font-size,"clamp(28px, 3.4vw, 40px)",1
planetai,index.html,1153,font-size,"clamp(30px, 3.6vw, 44px)",1
planetai,index.html,505,font-size,"clamp(30px, 4vw, 46px)",1
planetai,index.html,378,font-size,"clamp(40px, 6vw, 80px)",1
planetai,index.html,4,hex,#1e1e1e,33
planetai,index.html,30,hex,#20388d,17
planetai,index.html,1597,hex,#124,7
planetai,index.html,28,hex,#e62038,4
planetai,index.html,4,hex,#f7f5f1,2
planetai,index.html,27,hex,#ffffff,2
planetai,index.html,29,hex,#00a057,1
planetai,index.html,38,hex,#4a4a44,1
planetai,index.html,54,hex,#7a5a10,1
planetai,index.html,1115,hex,#888,1
planetai,index.html,1594,hex,#8b8b84,1
planetai,index.html,287,hex,#d6346c,1
planetai,index.html,36,hex,#d8d3c4,1
planetai,index.html,78,hex,#e0dbc9,1
planetai,index.html,77,hex,#e1e0db,1
planetai,index.html,76,hex,#e6e5e0,1
planetai,index.html,75,hex,#ebeae5,1
planetai,index.html,35,hex,#f0ede5,1
planetai,index.html,74,hex,#f2f1ed,1
planetai,index.html,73,hex,#f7f7f4,1
planetai,index.html,247,letter-spacing,0.06em,12
planetai,index.html,569,letter-spacing,0.08em,7
planetai,index.html,477,letter-spacing,0.12em,5
planetai,index.html,149,letter-spacing,0.14em,5
planetai,index.html,225,letter-spacing,0.04em,4
planetai,index.html,487,letter-spacing,-0.012em,2
planetai,index.html,714,letter-spacing,-0.014em,2
planetai,index.html,859,letter-spacing,-0.018em,2
planetai,index.html,610,letter-spacing,-0.005em,1
planetai,index.html,1155,letter-spacing,-0.016em,1
planetai,index.html,507,letter-spacing,-0.020em,1
planetai,index.html,380,letter-spacing,-0.022em,1
planetai,index.html,963,letter-spacing,-0.02em,1
planetai,index.html,401,letter-spacing,0.005em,1
planetai,index.html,437,letter-spacing,0.01em,1
planetai,index.html,1731,letter-spacing,0.02em,1
planetai,index.html,216,letter-spacing,0.18em,1
planetai,index.html,1105,letter-spacing,0.1em,1
planetai,index.html,541,rgb,"rgba(30,30,30,0.035)",2
planetai,index.html,1593,rgb,"rgba(0,0,0,.08)",1
planetai,index.html,313,rgb,"rgba(0,0,0,0.10)",1
planetai,index.html,1174,rgb,"rgba(247, 245, 241, 0.2)",1
planetai,index.html,1172,rgb,"rgba(247, 245, 241, 0.6)",1
planetai,index.html,1148,rgb,"rgba(247, 245, 241, 0.7)",1
planetai,index.html,1162,rgb,"rgba(247, 245, 241, 0.82)",1
planetai,index.html,165,rgb,"rgba(247, 245, 241, 0.88)",1
planetai,index.html,308,rgb,"rgba(247, 245, 241, 0.98)",1
planetai,index.html,322,rgb,"rgba(255,255,255,0.7)",1
planetai,index.html,57,rgb,"rgba(30, 30, 30, 0.10)",1
planetai,index.html,58,rgb,"rgba(30, 30, 30, 0.20)",1
planetai,index.html,59,rgb,"rgba(30, 30, 30, 0.60)",1
planetai,index.html,311,rgb,"rgba(30,30,30,0.10)",1
planetai,index.html,280,rgb,"rgba(30,30,30,0.20)",1
planetai,index.html,372,rgb,"rgba(44,158,90,0.15)",1
planetai,index.html,1413,rgb,"rgba(74, 74, 68, 0.3)",1
planetai,index.html,345,z-index,0,1
planetai,index.html,348,z-index,1,1
planetai,index.html,131,z-index,1000,1
planetai,index.html,702,z-index,2,1
planetai,index.html,164,z-index,50,1
planetai,index.html,318,z-index,60,1
planetai,local-hubs/serangan/index.html,360,border-radius,12px,8
planetai,local-hubs/serangan/index.html,110,border-radius,6px,8
planetai,local-hubs/serangan/index.html,123,border-radius,3px,4
planetai,local-hubs/serangan/index.html,79,border-radius,4px,4
planetai,local-hubs/serangan/index.html,556,border-radius,10px,3
planetai,local-hubs/serangan/index.html,101,border-radius,5px,3
planetai,local-hubs/serangan/index.html,92,border-radius,8px,3
planetai,local-hubs/serangan/index.html,290,border-radius,14px,2
planetai,local-hubs/serangan/index.html,546,border-radius,50%,2
planetai,local-hubs/serangan/index.html,505,box-shadow,"0 1px 3px rgba(0,0,0,0.08)",2
planetai,local-hubs/serangan/index.html,113,font-family,var(--font-mono),41
planetai,local-hubs/serangan/index.html,47,font-family,var(--font-sans),4
planetai,local-hubs/serangan/index.html,54,font-family,inherit,1
planetai,local-hubs/serangan/index.html,80,font-size,11px,22
planetai,local-hubs/serangan/index.html,119,font-size,10px,18
planetai,local-hubs/serangan/index.html,250,font-size,12px,12
planetai,local-hubs/serangan/index.html,215,font-size,14px,8
planetai,local-hubs/serangan/index.html,338,font-size,13px,7
planetai,local-hubs/serangan/index.html,172,font-size,9px,5
planetai,local-hubs/serangan/index.html,100,font-size,12.5px,4
planetai,local-hubs/serangan/index.html,50,font-size,15px,3
planetai,local-hubs/serangan/index.html,84,font-size,17px,3
planetai,local-hubs/serangan/index.html,183,font-size,18px,2
planetai,local-hubs/serangan/index.html,153,font-size,8px,2
planetai,local-hubs/serangan/index.html,1007,font-size,24px,1
planetai,local-hubs/serangan/index.html,376,font-size,26px,1
planetai,local-hubs/serangan/index.html,243,font-size,30px,1
planetai,local-hubs/serangan/index.html,587,font-size,32px,1
planetai,local-hubs/serangan/index.html,305,font-size,56px,1
planetai,local-hubs/serangan/index.html,54,font-size,inherit,1
planetai,local-hubs/serangan/index.html,28,hex,#5a5a5a,14
planetai,local-hubs/serangan/index.html,26,hex,#c9a26a,13
planetai,local-hubs/serangan/index.html,24,hex,#e62038,11
planetai,local-hubs/serangan/index.html,23,hex,#20388d,9
planetai,local-hubs/serangan/index.html,1815,hex,#7b3e75,7
planetai,local-hubs/serangan/index.html,25,hex,#00a057,6
planetai,local-hubs/serangan/index.html,1706,hex,#3a7ca5,4
planetai,local-hubs/serangan/index.html,27,hex,#8a6c30,2
planetai,local-hubs/serangan/index.html,676,hex,#1a2e75,1
planetai,local-hubs/serangan/index.html,21,hex,#1e1e1e,1
planetai,local-hubs/serangan/index.html,29,hex,#8a8a8a,1
planetai,local-hubs/serangan/index.html,529,hex,#e8e5de,1
planetai,local-hubs/serangan/index.html,22,hex,#f7f5f1,1
planetai,local-hubs/serangan/index.html,39,hex,#fbfaf7,1
planetai,local-hubs/serangan/index.html,38,hex,#ffffff,1
planetai,local-hubs/serangan/index.html,135,letter-spacing,0.04em,6
planetai,local-hubs/serangan/index.html,121,letter-spacing,0.06em,6
planetai,local-hubs/serangan/index.html,210,letter-spacing,0.08em,5
planetai,local-hubs/serangan/index.html,234,letter-spacing,0.02em,2
planetai,local-hubs/serangan/index.html,245,letter-spacing,-0.015em,1
planetai,local-hubs/serangan/index.html,379,letter-spacing,-0.01em,1
planetai,local-hubs/serangan/index.html,308,letter-spacing,-0.02em,1
planetai,local-hubs/serangan/index.html,84,letter-spacing,0.01em,1
planetai,local-hubs/serangan/index.html,155,letter-spacing,0.1em,1
planetai,local-hubs/serangan/index.html,505,rgb,"rgba(0,0,0,0.08)",2
planetai,local-hubs/serangan/index.html,36,rgb,"rgba(0,160,87,0.10)",1
planetai,local-hubs/serangan/index.html,34,rgb,"rgba(201,162,106,0.10)",1
planetai,local-hubs/serangan/index.html,35,rgb,"rgba(201,162,106,0.20)",1
planetai,local-hubs/serangan/index.html,37,rgb,"rgba(230,32,56,0.10)",1
planetai,local-hubs/serangan/index.html,30,rgb,"rgba(30,30,30,0.10)",1
planetai,local-hubs/serangan/index.html,31,rgb,"rgba(30,30,30,0.18)",1
planetai,local-hubs/serangan/index.html,32,rgb,"rgba(32,56,141,0.06)",1
planetai,local-hubs/serangan/index.html,1879,rgb,"rgba(32,56,141,0.1)",1
planetai,local-hubs/serangan/index.html,33,rgb,"rgba(32,56,141,0.12)",1
planetai,local-hubs/serangan/index.html,1879,rgb,"rgba(32,56,141,0.25)",1
planetai,local-hubs/serangan/index.html,1879,rgb,"rgba(32,56,141,0.45)",1
planetai,local-hubs/serangan/index.html,73,z-index,1000,1
planetai,local-hubs/serangan/index.html,149,z-index,5,1
planetai,node0/index.html,177,border-radius,16px,2
planetai,node0/index.html,129,border-radius,50%,2
planetai,node0/index.html,52,border-radius,0,1
planetai,node0/index.html,163,border-radius,14px,1
planetai,node0/index.html,213,border-radius,18px 18px 18px 6px,1
planetai,node0/index.html,214,border-radius,18px 18px 6px 18px,1
planetai,node0/index.html,211,border-radius,28px,1
planetai,node0/index.html,198,border-radius,999px!important,1
planetai,node0/index.html,204,border-radius,var(--pai-r2),1
planetai,node0/index.html,163,box-shadow,"0 24px 56px rgba(0,0,0,.35)",1
planetai,node0/index.html,177,box-shadow,"0 30px 80px rgba(0,0,0,.18)",1
planetai,node0/index.html,178,box-shadow,"0 30px 80px rgba(0,0,0,.45)",1
planetai,node0/index.html,211,box-shadow,"0 30px 80px rgba(0,0,0,.5)",1
planetai,node0/index.html,36,font-family,var(--font-mono),14
planetai,node0/index.html,40,font-family,var(--font-display),8
planetai,node0/index.html,219,font-shorthand,14px/1.55,1
planetai,node0/index.html,213,font-shorthand,15px/1.5,1
planetai,node0/index.html,197,font-shorthand,600 10.5px,1
planetai,node0/index.html,212,font-shorthand,600 11px,1
planetai,node0/index.html,218,font-shorthand,800 4.4rem/0.9,1
planetai,node0/index.html,49,font-size,11px,9
planetai,node0/index.html,51,font-size,.92rem,3
planetai,node0/index.html,72,font-size,.9rem,3
planetai,node0/index.html,296,font-size,"clamp(1.8rem,3.4vw,2.6rem)",3
planetai,node0/index.html,164,font-size,.85rem,2
planetai,node0/index.html,98,font-size,1.2rem,2
planetai,node0/index.html,351,font-size,"clamp(1.6rem,3vw,2.3rem)",2
planetai,node0/index.html,100,font-size,.76rem,1
planetai,node0/index.html,46,font-size,.82rem,1
planetai,node0/index.html,122,font-size,.84rem,1
planetai,node0/index.html,144,font-size,.86rem,1
planetai,node0/index.html,35,font-size,.875rem,1
planetai,node0/index.html,131,font-size,.8rem,1
planetai,node0/index.html,123,font-size,.93rem,1
planetai,node0/index.html,70,font-size,.94rem,1
planetai,node0/index.html,169,font-size,.98rem,1
planetai,node0/index.html,34,font-size,1.125rem,1
planetai,node0/index.html,111,font-size,1.15rem,1
planetai,node0/index.html,141,font-size,1.1rem,1
planetai,node0/index.html,181,font-size,1.35rem,1
planetai,node0/index.html,59,font-size,1.6rem,1
planetai,node0/index.html,79,font-size,10px,1
planetai,node0/index.html,36,font-size,12px,1
planetai,node0/index.html,215,font-size,13.5px,1
planetai,node0/index.html,183,font-size,2.2rem,1
planetai,node0/index.html,43,font-size,"clamp(1.05rem,1.7vw,1.25rem)",1
planetai,node0/index.html,154,font-size,"clamp(1.9rem,3.8vw,2.9rem)",1
planetai,node0/index.html,120,font-size,"clamp(2.4rem,4.6vw,3.4rem)",1
planetai,node0/index.html,174,font-size,"clamp(2.6rem,6vw,4.6rem)",1
planetai,node0/index.html,41,font-size,"clamp(2.6rem,7vw,5rem)",1
planetai,node0/index.html,4,hex,#1e1e1e,24
planetai,node0/index.html,47,hex,#8b8b84,5
planetai,node0/index.html,91,hex,#cdc9c1,4
planetai,node0/index.html,194,hex,#16150f,3
planetai,node0/index.html,184,hex,#7ac943,3
planetai,node0/index.html,4,hex,#f7f5f1,3
planetai,node0/index.html,55,hex,#182a6b,2
planetai,node0/index.html,206,hex,#1a1a1a,2
planetai,node0/index.html,93,hex,#93a9ff,2
planetai,node0/index.html,54,hex,#fff,2
planetai,node0/index.html,195,hex,#00a057,1
planetai,node0/index.html,211,hex,#0f0e0a,1
planetai,node0/index.html,195,hex,#20388d,1
planetai,node0/index.html,195,hex,#3fa9f5,1
planetai,node0/index.html,132,hex,#6ee7a8,1
planetai,node0/index.html,194,hex,#8a8378,1
planetai,node0/index.html,194,hex,#a39b8d,1
planetai,node0/index.html,194,hex,#c7bfb2,1
planetai,node0/index.html,195,hex,#e62038,1
planetai,node0/index.html,195,hex,#e8873a,1
planetai,node0/index.html,194,hex,#f4ece2,1
planetai,node0/index.html,40,letter-spacing,-.03em,8
planetai,node0/index.html,36,letter-spacing,.06em,6
planetai,node0/index.html,59,letter-spacing,-.02em,2
planetai,node0/index.html,120,letter-spacing,-.04em,2
planetai,node0/index.html,79,letter-spacing,.04em,2
planetai,node0/index.html,218,letter-spacing,-.05em,1
planetai,node0/index.html,212,letter-spacing,.14em,1
planetai,node0/index.html,197,letter-spacing,.24em,1
planetai,node0/index.html,94,rgb,"rgba(247,245,241,.18)",3
planetai,node0/index.html,163,rgb,"rgba(255,255,255,.1)",3
planetai,node0/index.html,177,rgb,"rgba(0,0,0,.08)",1
planetai,node0/index.html,177,rgb,"rgba(0,0,0,.18)",1
planetai,node0/index.html,163,rgb,"rgba(0,0,0,.35)",1
planetai,node0/index.html,178,rgb,"rgba(0,0,0,.45)",1
planetai,node0/index.html,211,rgb,"rgba(0,0,0,.5)",1
planetai,node0/index.html,194,rgb,"rgba(244,236,226,.05)",1
planetai,node0/index.html,194,rgb,"rgba(244,236,226,.1)",1
planetai,node0/index.html,317,rgb,"rgba(244,236,226,.14)",1
planetai,node0/index.html,48,rgb,"rgba(247,245,241,.14)",1
planetai,node0/index.html,50,rgb,"rgba(247,245,241,.28)",1
planetai,node0/index.html,168,rgb,"rgba(255,255,255,.04)",1
planetai,node0/more/index.html,129,border-radius,50%,2
planetai,node0/more/index.html,52,border-radius,0,1
planetai,node0/more/index.html,163,border-radius,14px,1
planetai,node0/more/index.html,194,border-radius,18px 18px 18px 6px,1
planetai,node0/more/index.html,195,border-radius,18px 18px 6px 18px,1
planetai,node0/more/index.html,192,border-radius,28px,1
planetai,node0/more/index.html,179,border-radius,999px!important,1
planetai,node0/more/index.html,185,border-radius,var(--pai-r2),1
planetai,node0/more/index.html,163,box-shadow,"0 24px 56px rgba(0,0,0,.35)",1
planetai,node0/more/index.html,192,box-shadow,"0 30px 80px rgba(0,0,0,.5)",1
planetai,node0/more/index.html,36,font-family,var(--font-mono),14
planetai,node0/more/index.html,40,font-family,var(--font-display),8
planetai,node0/more/index.html,200,font-shorthand,14px/1.55,1
planetai,node0/more/index.html,194,font-shorthand,15px/1.5,1
planetai,node0/more/index.html,178,font-shorthand,600 10.5px,1
planetai,node0/more/index.html,193,font-shorthand,600 11px,1
planetai,node0/more/index.html,199,font-shorthand,800 4.4rem/0.9,1
planetai,node0/more/index.html,49,font-size,11px,9
planetai,node0/more/index.html,51,font-size,.92rem,3
planetai,node0/more/index.html,72,font-size,.9rem,3
planetai,node0/more/index.html,522,font-size,1.4rem,2
planetai,node0/more/index.html,261,font-size,1.9rem,2
planetai,node0/more/index.html,100,font-size,.76rem,1
planetai,node0/more/index.html,46,font-size,.82rem,1
planetai,node0/more/index.html,122,font-size,.84rem,1
planetai,node0/more/index.html,164,font-size,.85rem,1
planetai,node0/more/index.html,144,font-size,.86rem,1
planetai,node0/more/index.html,35,font-size,.875rem,1
planetai,node0/more/index.html,131,font-size,.8rem,1
planetai,node0/more/index.html,123,font-size,.93rem,1
planetai,node0/more/index.html,70,font-size,.94rem,1
planetai,node0/more/index.html,169,font-size,.98rem,1
planetai,node0/more/index.html,34,font-size,1.125rem,1
planetai,node0/more/index.html,111,font-size,1.15rem,1
planetai,node0/more/index.html,141,font-size,1.1rem,1
planetai,node0/more/index.html,98,font-size,1.2rem,1
planetai,node0/more/index.html,362,font-size,1.5rem,1
planetai,node0/more/index.html,59,font-size,1.6rem,1
planetai,node0/more/index.html,79,font-size,10px,1
planetai,node0/more/index.html,36,font-size,12px,1
planetai,node0/more/index.html,196,font-size,13.5px,1
planetai,node0/more/index.html,43,font-size,"clamp(1.05rem,1.7vw,1.25rem)",1
planetai,node0/more/index.html,154,font-size,"clamp(1.9rem,3.8vw,2.9rem)",1
planetai,node0/more/index.html,120,font-size,"clamp(2.4rem,4.6vw,3.4rem)",1
planetai,node0/more/index.html,41,font-size,"clamp(2.6rem,7vw,5rem)",1
planetai,node0/more/index.html,4,hex,#1e1e1e,24
planetai,node0/more/index.html,47,hex,#8b8b84,5
planetai,node0/more/index.html,175,hex,#16150f,3
planetai,node0/more/index.html,91,hex,#cdc9c1,3
planetai,node0/more/index.html,4,hex,#f7f5f1,3
planetai,node0/more/index.html,55,hex,#182a6b,2
planetai,node0/more/index.html,187,hex,#1a1a1a,2
planetai,node0/more/index.html,93,hex,#93a9ff,2
planetai,node0/more/index.html,54,hex,#fff,2
planetai,node0/more/index.html,176,hex,#00a057,1
planetai,node0/more/index.html,192,hex,#0f0e0a,1
planetai,node0/more/index.html,176,hex,#20388d,1
planetai,node0/more/index.html,176,hex,#3fa9f5,1
planetai,node0/more/index.html,132,hex,#6ee7a8,1
planetai,node0/more/index.html,176,hex,#7ac943,1
planetai,node0/more/index.html,175,hex,#8a8378,1
planetai,node0/more/index.html,175,hex,#a39b8d,1
planetai,node0/more/index.html,404,hex,#a9a39c,1
planetai,node0/more/index.html,175,hex,#c7bfb2,1
planetai,node0/more/index.html,176,hex,#e62038,1
planetai,node0/more/index.html,176,hex,#e8873a,1
planetai,node0/more/index.html,175,hex,#f4ece2,1
planetai,node0/more/index.html,36,letter-spacing,.06em,6
planetai,node0/more/index.html,40,letter-spacing,-.03em,2
planetai,node0/more/index.html,79,letter-spacing,.04em,2
planetai,node0/more/index.html,59,letter-spacing,-.02em,1
planetai,node0/more/index.html,120,letter-spacing,-.04em,1
planetai,node0/more/index.html,199,letter-spacing,-.05em,1
planetai,node0/more/index.html,193,letter-spacing,.14em,1
planetai,node0/more/index.html,178,letter-spacing,.24em,1
planetai,node0/more/index.html,94,rgb,"rgba(247,245,241,.18)",3
planetai,node0/more/index.html,163,rgb,"rgba(255,255,255,.1)",2
planetai,node0/more/index.html,163,rgb,"rgba(0,0,0,.35)",1
planetai,node0/more/index.html,192,rgb,"rgba(0,0,0,.5)",1
planetai,node0/more/index.html,175,rgb,"rgba(244,236,226,.05)",1
planetai,node0/more/index.html,175,rgb,"rgba(244,236,226,.1)",1
planetai,node0/more/index.html,48,rgb,"rgba(247,245,241,.14)",1
planetai,node0/more/index.html,50,rgb,"rgba(247,245,241,.28)",1
planetai,node0/more/index.html,168,rgb,"rgba(255,255,255,.04)",1
planetai,node0/setup/index.html,129,border-radius,50%,2
planetai,node0/setup/index.html,52,border-radius,0,1
planetai,node0/setup/index.html,184,border-radius,18px 18px 18px 6px,1
planetai,node0/setup/index.html,185,border-radius,18px 18px 6px 18px,1
planetai,node0/setup/index.html,182,border-radius,28px,1
planetai,node0/setup/index.html,169,border-radius,999px!important,1
planetai,node0/setup/index.html,175,border-radius,var(--pai-r2),1
planetai,node0/setup/index.html,182,box-shadow,"0 30px 80px rgba(0,0,0,.5)",1
planetai,node0/setup/index.html,36,font-family,var(--font-mono),14
planetai,node0/setup/index.html,40,font-family,var(--font-display),8
planetai,node0/setup/index.html,190,font-shorthand,14px/1.55,1
planetai,node0/setup/index.html,184,font-shorthand,15px/1.5,1
planetai,node0/setup/index.html,168,font-shorthand,600 10.5px,1
planetai,node0/setup/index.html,183,font-shorthand,600 11px,1
planetai,node0/setup/index.html,189,font-shorthand,800 4.4rem/0.9,1
planetai,node0/setup/index.html,49,font-size,11px,9
planetai,node0/setup/index.html,51,font-size,.92rem,3
planetai,node0/setup/index.html,72,font-size,.9rem,3
planetai,node0/setup/index.html,329,font-size,1.4rem,2
planetai,node0/setup/index.html,100,font-size,.76rem,1
planetai,node0/setup/index.html,46,font-size,.82rem,1
planetai,node0/setup/index.html,122,font-size,.84rem,1
planetai,node0/setup/index.html,144,font-size,.86rem,1
planetai,node0/setup/index.html,35,font-size,.875rem,1
planetai,node0/setup/index.html,131,font-size,.8rem,1
planetai,node0/setup/index.html,123,font-size,.93rem,1
planetai,node0/setup/index.html,70,font-size,.94rem,1
planetai,node0/setup/index.html,34,font-size,1.125rem,1
planetai,node0/setup/index.html,111,font-size,1.15rem,1
planetai,node0/setup/index.html,141,font-size,1.1rem,1
planetai,node0/setup/index.html,98,font-size,1.2rem,1
planetai,node0/setup/index.html,59,font-size,1.6rem,1
planetai,node0/setup/index.html,79,font-size,10px,1
planetai,node0/setup/index.html,36,font-size,12px,1
planetai,node0/setup/index.html,186,font-size,13.5px,1
planetai,node0/setup/index.html,43,font-size,"clamp(1.05rem,1.7vw,1.25rem)",1
planetai,node0/setup/index.html,154,font-size,"clamp(1.9rem,3.8vw,2.9rem)",1
planetai,node0/setup/index.html,237,font-size,"clamp(2.2rem,5.5vw,3.6rem)"">One command,<br>then four answer",1
planetai,node0/setup/index.html,120,font-size,"clamp(2.4rem,4.6vw,3.4rem)",1
planetai,node0/setup/index.html,41,font-size,"clamp(2.6rem,7vw,5rem)",1
planetai,node0/setup/index.html,4,hex,#1e1e1e,24
planetai,node0/setup/index.html,47,hex,#8b8b84,4
planetai,node0/setup/index.html,165,hex,#16150f,3
planetai,node0/setup/index.html,4,hex,#f7f5f1,3
planetai,node0/setup/index.html,55,hex,#182a6b,2
planetai,node0/setup/index.html,177,hex,#1a1a1a,2
planetai,node0/setup/index.html,93,hex,#93a9ff,2
planetai,node0/setup/index.html,91,hex,#cdc9c1,2
planetai,node0/setup/index.html,54,hex,#fff,2
planetai,node0/setup/index.html,166,hex,#00a057,1
planetai,node0/setup/index.html,182,hex,#0f0e0a,1
planetai,node0/setup/index.html,166,hex,#20388d,1
planetai,node0/setup/index.html,166,hex,#3fa9f5,1
planetai,node0/setup/index.html,132,hex,#6ee7a8,1
planetai,node0/setup/index.html,166,hex,#7ac943,1
planetai,node0/setup/index.html,165,hex,#8a8378,1
planetai,node0/setup/index.html,165,hex,#a39b8d,1
planetai,node0/setup/index.html,165,hex,#c7bfb2,1
planetai,node0/setup/index.html,166,hex,#e62038,1
planetai,node0/setup/index.html,166,hex,#e8873a,1
planetai,node0/setup/index.html,165,hex,#f4ece2,1
planetai,node0/setup/index.html,36,letter-spacing,.06em,6
planetai,node0/setup/index.html,40,letter-spacing,-.03em,2
planetai,node0/setup/index.html,79,letter-spacing,.04em,2
planetai,node0/setup/index.html,59,letter-spacing,-.02em,1
planetai,node0/setup/index.html,120,letter-spacing,-.04em,1
planetai,node0/setup/index.html,189,letter-spacing,-.05em,1
planetai,node0/setup/index.html,183,letter-spacing,.14em,1
planetai,node0/setup/index.html,168,letter-spacing,.24em,1
planetai,node0/setup/index.html,94,rgb,"rgba(247,245,241,.18)",3
planetai,node0/setup/index.html,182,rgb,"rgba(0,0,0,.5)",1
planetai,node0/setup/index.html,165,rgb,"rgba(244,236,226,.05)",1
planetai,node0/setup/index.html,165,rgb,"rgba(244,236,226,.1)",1
planetai,node0/setup/index.html,48,rgb,"rgba(247,245,241,.14)",1
planetai,node0/setup/index.html,50,rgb,"rgba(247,245,241,.28)",1
planetai,observatory/index.html,1164,border-radius,10px,61
planetai,observatory/index.html,897,border-radius,100px,38
planetai,observatory/index.html,424,border-radius,8px,33
planetai,observatory/index.html,497,border-radius,4px,25
planetai,observatory/index.html,399,border-radius,6px,24
